Action	Reward
{'layer0_row190': [0, 190]}	tensor(-0.8977)
{'layer0_row122': [0, 122]}	tensor(-0.8948)
{'layer0_row228': [0, 228]}	tensor(-0.8920)
{'layer0_row158': [0, 158]}	tensor(-0.8895)
{'layer0_row246': [0, 246]}	tensor(-0.8863)
{'layer0_row257': [0, 257]}	tensor(-0.8830)
{'layer0_row292': [0, 292]}	tensor(-0.8795)
{'layer0_row192': [0, 192]}	tensor(-0.8773)
{'layer1_row5': [1, 5]}	tensor(-0.8741)
{'layer0_row94': [0, 94]}	tensor(-0.8737)
{'layer0_row38': [0, 38]}	tensor(-0.8700)
{'layer0_row164': [0, 164]}	tensor(-0.8663)
{'layer1_row47': [1, 47]}	tensor(-0.8634)
{'layer1_row64': [1, 64]}	tensor(-0.8636)
{'layer0_row43': [0, 43]}	tensor(-0.8624)
{'layer0_row249': [0, 249]}	tensor(-0.8586)
{'layer1_row38': [1, 38]}	tensor(-0.8555)
{'layer0_row169': [0, 169]}	tensor(-0.8554)
{'layer0_row53': [0, 53]}	tensor(-0.8523)
{'layer0_row77': [0, 77]}	tensor(-0.8492)
{'layer0_row251': [0, 251]}	tensor(-0.8460)
{'layer0_row271': [0, 271]}	tensor(-0.8432)
{'layer0_row198': [0, 198]}	tensor(-0.8413)
{'layer0_row2': [0, 2]}	tensor(-0.8364)
{'layer0_row68': [0, 68]}	tensor(-0.8346)
{'layer0_row9': [0, 9]}	tensor(-0.8319)
{'layer0_row99': [0, 99]}	tensor(-0.8289)
{'layer1_row72': [1, 72]}	tensor(-0.8263)
{'layer1_row67': [1, 67]}	tensor(-0.8246)
{'layer0_row259': [0, 259]}	tensor(-0.8241)
{'layer0_row253': [0, 253]}	tensor(-0.8206)
{'layer0_row217': [0, 217]}	tensor(-0.8180)
{'layer0_row244': [0, 244]}	tensor(-0.8157)
{'layer0_row34': [0, 34]}	tensor(-0.8123)
{'layer0_row55': [0, 55]}	tensor(-0.8092)
{'layer0_row280': [0, 280]}	tensor(-0.8057)
{'layer0_row243': [0, 243]}	tensor(-0.8025)
{'layer0_row209': [0, 209]}	tensor(-0.7998)
{'layer1_row54': [1, 54]}	tensor(-0.7967)
{'layer1_row86': [1, 86]}	tensor(-0.7953)
{'layer1_row80': [1, 80]}	tensor(-0.7951)
{'layer0_row289': [0, 289]}	tensor(-0.7941)
{'layer0_row230': [0, 230]}	tensor(-0.7913)
{'layer1_row31': [1, 31]}	tensor(-0.7883)
{'layer0_row240': [0, 240]}	tensor(-0.7877)
{'layer0_row29': [0, 29]}	tensor(-0.7846)
{'layer1_row22': [1, 22]}	tensor(-0.7808)
{'layer0_row59': [0, 59]}	tensor(-0.7800)
{'layer0_row175': [0, 175]}	tensor(-0.7772)
{'layer0_row97': [0, 97]}	tensor(-0.7751)
{'layer1_row51': [1, 51]}	tensor(-0.7722)
{'layer0_row143': [0, 143]}	tensor(-0.7707)
{'layer0_row66': [0, 66]}	tensor(-0.7671)
{'layer0_row45': [0, 45]}	tensor(-0.7652)
{'layer0_row227': [0, 227]}	tensor(-0.7614)
{'layer0_row144': [0, 144]}	tensor(-0.7589)
{'layer0_row213': [0, 213]}	tensor(-0.7564)
{'layer1_row74': [1, 74]}	tensor(-0.7527)
{'layer1_row35': [1, 35]}	tensor(-0.7516)
{'layer0_row88': [0, 88]}	tensor(-0.7516)
{'layer0_row75': [0, 75]}	tensor(-0.7480)
{'layer0_row26': [0, 26]}	tensor(-0.7458)
{'layer0_row180': [0, 180]}	tensor(-0.7426)
{'layer0_row72': [0, 72]}	tensor(-0.7391)
{'layer0_row31': [0, 31]}	tensor(-0.7366)
{'layer1_row85': [1, 85]}	tensor(-0.7339)
{'layer1_row26': [1, 26]}	tensor(-0.7327)
{'layer0_row130': [0, 130]}	tensor(-0.7317)
{'layer0_row127': [0, 127]}	tensor(-0.7287)
{'layer0_row123': [0, 123]}	tensor(-0.7260)
{'layer0_row248': [0, 248]}	tensor(-0.7235)
{'layer1_row33': [1, 33]}	tensor(-0.7212)
{'layer0_row10': [0, 10]}	tensor(-0.7196)
{'layer1_row45': [1, 45]}	tensor(-0.7166)
{'layer0_row65': [0, 65]}	tensor(-0.7153)
{'layer1_row49': [1, 49]}	tensor(-0.7125)
{'layer0_row284': [0, 284]}	tensor(-0.7118)
{'layer0_row64': [0, 64]}	tensor(-0.7092)
{'layer0_row162': [0, 162]}	tensor(-0.7054)
{'layer0_row85': [0, 85]}	tensor(-0.7026)
{'layer0_row154': [0, 154]}	tensor(-0.6998)
{'layer0_row120': [0, 120]}	tensor(-0.6965)
{'layer1_row30': [1, 30]}	tensor(-0.6950)
{'layer0_row220': [0, 220]}	tensor(-0.6935)
{'layer0_row74': [0, 74]}	tensor(-0.6905)
{'layer0_row225': [0, 225]}	tensor(-0.6875)
{'layer0_row106': [0, 106]}	tensor(-0.6845)
{'layer0_row203': [0, 203]}	tensor(-0.6823)
{'layer0_row37': [0, 37]}	tensor(-0.6782)
{'layer0_row211': [0, 211]}	tensor(-0.6760)
{'layer0_row268': [0, 268]}	tensor(-0.6732)
{'layer0_row231': [0, 231]}	tensor(-0.6701)
{'layer0_row167': [0, 167]}	tensor(-0.6669)
{'layer0_row165': [0, 165]}	tensor(-0.6643)
{'layer0_row93': [0, 93]}	tensor(-0.6611)
{'layer0_row89': [0, 89]}	tensor(-0.6585)
{'layer0_row170': [0, 170]}	tensor(-0.6556)
{'layer0_row100': [0, 100]}	tensor(-0.6524)
{'layer1_row73': [1, 73]}	tensor(-0.6499)
{'layer1_row56': [1, 56]}	tensor(-0.6489)
{'layer1_row36': [1, 36]}	tensor(-0.6479)
{'layer1_row18': [1, 18]}	tensor(-0.6473)
{'layer0_row293': [0, 293]}	tensor(-0.6465)
{'layer0_row159': [0, 159]}	tensor(-0.6436)
{'layer0_row226': [0, 226]}	tensor(-0.6410)
{'layer0_row188': [0, 188]}	tensor(-0.6380)
{'layer0_row7': [0, 7]}	tensor(-0.6353)
{'layer0_row221': [0, 221]}	tensor(-0.6322)
{'layer0_row241': [0, 241]}	tensor(-0.6290)
{'layer0_row139': [0, 139]}	tensor(-0.6267)
{'layer1_row55': [1, 55]}	tensor(-0.6235)
{'layer0_row218': [0, 218]}	tensor(-0.6230)
{'layer0_row294': [0, 294]}	tensor(-0.6192)
{'layer0_row283': [0, 283]}	tensor(-0.6172)
{'layer0_row96': [0, 96]}	tensor(-0.6132)
{'layer0_row133': [0, 133]}	tensor(-0.6118)
{'layer0_row11': [0, 11]}	tensor(-0.6082)
{'layer1_row20': [1, 20]}	tensor(-0.6053)
{'layer0_row264': [0, 264]}	tensor(-0.6049)
{'layer0_row69': [0, 69]}	tensor(-0.6019)
{'layer1_row13': [1, 13]}	tensor(-0.5992)
{'layer0_row6': [0, 6]}	tensor(-0.5981)
{'layer0_row281': [0, 281]}	tensor(-0.5952)
{'layer0_row109': [0, 109]}	tensor(-0.5920)
{'layer1_row97': [1, 97]}	tensor(-0.5894)
{'layer0_row149': [0, 149]}	tensor(-0.5886)
{'layer0_row178': [0, 178]}	tensor(-0.5856)
{'layer0_row113': [0, 113]}	tensor(-0.5828)
{'layer0_row19': [0, 19]}	tensor(-0.5800)
{'layer0_row250': [0, 250]}	tensor(-0.5766)
{'layer0_row118': [0, 118]}	tensor(-0.5738)
{'layer0_row157': [0, 157]}	tensor(-0.5712)
{'layer1_row34': [1, 34]}	tensor(-0.5686)
{'layer1_row93': [1, 93]}	tensor(-0.5681)
{'layer0_row247': [0, 247]}	tensor(-0.5669)
{'layer0_row278': [0, 278]}	tensor(-0.5635)
{'layer0_row152': [0, 152]}	tensor(-0.5615)
{'layer1_row52': [1, 52]}	tensor(-0.5588)
{'layer0_row184': [0, 184]}	tensor(-0.5576)
{'layer1_row70': [1, 70]}	tensor(-0.5549)
{'layer1_row39': [1, 39]}	tensor(-0.5543)
{'layer0_row191': [0, 191]}	tensor(-0.5534)
{'layer0_row25': [0, 25]}	tensor(-0.5508)
{'layer1_row76': [1, 76]}	tensor(-0.5476)
{'layer1_row29': [1, 29]}	tensor(-0.5472)
{'layer0_row105': [0, 105]}	tensor(-0.5469)
{'layer0_row103': [0, 103]}	tensor(-0.5439)
{'layer0_row201': [0, 201]}	tensor(-0.5407)
{'layer0_row90': [0, 90]}	tensor(-0.5378)
{'layer0_row151': [0, 151]}	tensor(-0.5349)
{'layer0_row48': [0, 48]}	tensor(-0.5317)
{'layer1_row62': [1, 62]}	tensor(-0.5293)
{'layer0_row104': [0, 104]}	tensor(-0.5284)
{'layer0_row156': [0, 156]}	tensor(-0.5258)
{'layer0_row277': [0, 277]}	tensor(-0.5228)
{'layer0_row62': [0, 62]}	tensor(-0.5195)
{'layer0_row207': [0, 207]}	tensor(-0.5171)
{'layer0_row146': [0, 146]}	tensor(-0.5144)
{'layer0_row147': [0, 147]}	tensor(-0.5108)
{'layer0_row200': [0, 200]}	tensor(-0.5085)
{'layer1_row0': [1, 0]}	tensor(-0.5055)
{'layer1_row15': [1, 15]}	tensor(-0.5046)
{'layer0_row238': [0, 238]}	tensor(-0.5044)
{'layer0_row298': [0, 298]}	tensor(-0.5016)
{'layer0_row60': [0, 60]}	tensor(-0.4986)
{'layer0_row131': [0, 131]}	tensor(-0.4958)
{'layer0_row173': [0, 173]}	tensor(-0.4930)
{'layer0_row8': [0, 8]}	tensor(-0.4902)
{'layer0_row84': [0, 84]}	tensor(-0.4869)
{'layer0_row177': [0, 177]}	tensor(-0.4847)
{'layer0_row297': [0, 297]}	tensor(-0.4815)
{'layer1_row82': [1, 82]}	tensor(-0.4787)
{'layer1_row69': [1, 69]}	tensor(-0.4783)
{'layer0_row276': [0, 276]}	tensor(-0.4774)
{'layer0_row179': [0, 179]}	tensor(-0.4751)
{'layer0_row262': [0, 262]}	tensor(-0.4718)
{'layer1_row78': [1, 78]}	tensor(-0.4688)
{'layer0_row266': [0, 266]}	tensor(-0.4686)
{'layer0_row267': [0, 267]}	tensor(-0.4655)
{'layer0_row141': [0, 141]}	tensor(-0.4621)
{'layer0_row18': [0, 18]}	tensor(-0.4601)
{'layer0_row86': [0, 86]}	tensor(-0.4570)
{'layer1_row44': [1, 44]}	tensor(-0.4543)
{'layer0_row263': [0, 263]}	tensor(-0.4532)
{'layer1_row4': [1, 4]}	tensor(-0.4507)
{'layer0_row132': [0, 132]}	tensor(-0.4505)
{'layer0_row30': [0, 30]}	tensor(-0.4474)
{'layer1_row41': [1, 41]}	tensor(-0.4446)
{'layer0_row115': [0, 115]}	tensor(-0.4435)
{'layer0_row242': [0, 242]}	tensor(-0.4412)
{'layer1_row7': [1, 7]}	tensor(-0.4380)
{'layer0_row102': [0, 102]}	tensor(-0.4372)
{'layer1_row58': [1, 58]}	tensor(-0.4352)
{'layer0_row171': [0, 171]}	tensor(-0.4340)
{'layer0_row182': [0, 182]}	tensor(-0.4319)
{'layer1_row28': [1, 28]}	tensor(-0.4288)
{'layer1_row50': [1, 50]}	tensor(-0.4283)
{'layer0_row269': [0, 269]}	tensor(-0.4273)
{'layer1_row24': [1, 24]}	tensor(-0.4245)
{'layer0_row54': [0, 54]}	tensor(-0.4243)
{'layer0_row245': [0, 245]}	tensor(-0.4217)
{'layer0_row296': [0, 296]}	tensor(-0.4185)
{'layer1_row43': [1, 43]}	tensor(-0.4157)
{'layer0_row67': [0, 67]}	tensor(-0.4154)
{'layer0_row42': [0, 42]}	tensor(-0.4122)
{'layer0_row237': [0, 237]}	tensor(-0.4099)
{'layer0_row121': [0, 121]}	tensor(-0.4064)
{'layer0_row168': [0, 168]}	tensor(-0.4040)
{'layer0_row210': [0, 210]}	tensor(-0.4012)
{'layer0_row272': [0, 272]}	tensor(-0.3983)
{'layer0_row196': [0, 196]}	tensor(-0.3955)
{'layer0_row265': [0, 265]}	tensor(-0.3927)
{'layer0_row17': [0, 17]}	tensor(-0.3899)
{'layer0_row208': [0, 208]}	tensor(-0.3872)
{'layer1_row17': [1, 17]}	tensor(-0.3842)
{'layer1_row95': [1, 95]}	tensor(-0.3840)
{'layer0_row21': [0, 21]}	tensor(-0.3835)
{'layer0_row187': [0, 187]}	tensor(-0.3802)
{'layer0_row223': [0, 223]}	tensor(-0.3776)
{'layer0_row145': [0, 145]}	tensor(-0.3750)
{'layer0_row14': [0, 14]}	tensor(-0.3722)
{'layer0_row61': [0, 61]}	tensor(-0.3693)
{'layer0_row124': [0, 124]}	tensor(-0.3664)
{'layer0_row20': [0, 20]}	tensor(-0.3638)
{'layer0_row288': [0, 288]}	tensor(-0.3612)
{'layer0_row212': [0, 212]}	tensor(-0.3582)
{'layer0_row206': [0, 206]}	tensor(-0.3553)
{'layer0_row224': [0, 224]}	tensor(-0.3527)
{'layer0_row92': [0, 92]}	tensor(-0.3498)
{'layer1_row6': [1, 6]}	tensor(-0.3469)
{'layer1_row14': [1, 14]}	tensor(-0.3463)
{'layer0_row82': [0, 82]}	tensor(-0.3459)
{'layer0_row153': [0, 153]}	tensor(-0.3434)
{'layer0_row0': [0, 0]}	tensor(-0.3407)
{'layer1_row89': [1, 89]}	tensor(-0.3377)
{'layer0_row291': [0, 291]}	tensor(-0.3369)
{'layer0_row199': [0, 199]}	tensor(-0.3346)
{'layer1_row10': [1, 10]}	tensor(-0.3314)
{'layer1_row12': [1, 12]}	tensor(-0.3311)
{'layer0_row4': [0, 4]}	tensor(-0.3308)
{'layer0_row270': [0, 270]}	tensor(-0.3277)
{'layer0_row95': [0, 95]}	tensor(-0.3250)
{'layer0_row39': [0, 39]}	tensor(-0.3222)
{'layer0_row50': [0, 50]}	tensor(-0.3197)
{'layer0_row155': [0, 155]}	tensor(-0.3162)
{'layer0_row254': [0, 254]}	tensor(-0.3139)
{'layer0_row163': [0, 163]}	tensor(-0.3110)
{'layer0_row215': [0, 215]}	tensor(-0.3084)
{'layer0_row160': [0, 160]}	tensor(-0.3057)
{'layer0_row261': [0, 261]}	tensor(-0.3028)
{'layer0_row76': [0, 76]}	tensor(-0.3001)
{'layer0_row41': [0, 41]}	tensor(-0.2971)
{'layer0_row27': [0, 27]}	tensor(-0.2944)
{'layer0_row233': [0, 233]}	tensor(-0.2914)
{'layer0_row129': [0, 129]}	tensor(-0.2890)
{'layer0_row91': [0, 91]}	tensor(-0.2860)
{'layer0_row256': [0, 256]}	tensor(-0.2832)
{'layer0_row286': [0, 286]}	tensor(-0.2804)
{'layer0_row1': [0, 1]}	tensor(-0.2773)
{'layer1_row25': [1, 25]}	tensor(-0.2748)
{'layer0_row80': [0, 80]}	tensor(-0.2745)
{'layer0_row222': [0, 222]}	tensor(-0.2718)
{'layer1_row40': [1, 40]}	tensor(-0.2688)
{'layer1_row98': [1, 98]}	tensor(-0.2687)
{'layer1_row19': [1, 19]}	tensor(-0.2681)
{'layer1_row60': [1, 60]}	tensor(-0.2679)
{'layer0_row58': [0, 58]}	tensor(-0.2675)
{'layer0_row5': [0, 5]}	tensor(-0.2649)
{'layer0_row128': [0, 128]}	tensor(-0.2620)
{'layer0_row239': [0, 239]}	tensor(-0.2590)
{'layer0_row195': [0, 195]}	tensor(-0.2566)
{'layer0_row197': [0, 197]}	tensor(-0.2535)
{'layer0_row32': [0, 32]}	tensor(-0.2509)
{'layer1_row63': [1, 63]}	tensor(-0.2481)
{'layer1_row61': [1, 61]}	tensor(-0.2477)
{'layer0_row78': [0, 78]}	tensor(-0.2473)
{'layer0_row56': [0, 56]}	tensor(-0.2446)
{'layer0_row24': [0, 24]}	tensor(-0.2418)
{'layer0_row46': [0, 46]}	tensor(-0.2391)
{'layer0_row252': [0, 252]}	tensor(-0.2365)
{'layer0_row70': [0, 70]}	tensor(-0.2336)
{'layer0_row260': [0, 260]}	tensor(-0.2308)
{'layer1_row91': [1, 91]}	tensor(-0.2280)
{'layer0_row204': [0, 204]}	tensor(-0.2275)
{'layer0_row219': [0, 219]}	tensor(-0.2250)
{'layer0_row134': [0, 134]}	tensor(-0.2223)
{'layer0_row275': [0, 275]}	tensor(-0.2195)
{'layer1_row75': [1, 75]}	tensor(-0.2167)
{'layer1_row37': [1, 37]}	tensor(-0.2164)
{'layer0_row126': [0, 126]}	tensor(-0.2161)
{'layer1_row48': [1, 48]}	tensor(-0.2133)
{'layer0_row73': [0, 73]}	tensor(-0.2132)
{'layer1_row92': [1, 92]}	tensor(-0.2102)
{'layer0_row234': [0, 234]}	tensor(-0.2100)
{'layer0_row202': [0, 202]}	tensor(-0.2072)
{'layer0_row255': [0, 255]}	tensor(-0.2047)
{'layer0_row299': [0, 299]}	tensor(-0.2018)
{'layer1_row3': [1, 3]}	tensor(-0.1990)
{'layer0_row290': [0, 290]}	tensor(-0.1987)
{'layer0_row108': [0, 108]}	tensor(-0.1959)
{'layer0_row33': [0, 33]}	tensor(-0.1932)
{'layer0_row137': [0, 137]}	tensor(-0.1905)
{'layer0_row161': [0, 161]}	tensor(-0.1877)
{'layer0_row205': [0, 205]}	tensor(-0.1850)
{'layer1_row83': [1, 83]}	tensor(-0.1824)
{'layer0_row117': [0, 117]}	tensor(999.8181)
